Task,DistCategory,ParamName,ParamValue,Distribution,Policy,Mean,Mean_Std,CVaR10,CVaR10_Std,Min,Min_Std
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,RSDR (β=-10),740.9225158691406,8.99649674534325,458.1353073120117,25.749677756560537,274.6001796722412,19.73220323064329
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,RSDR (β=-20),735.4120330810547,6.475235374730939,487.574275970459,14.355049187977984,298.83924102783203,16.70856000034
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,UDR,731.9742126464844,7.647575007289268,388.8105888366699,22.815780175252847,225.20843887329102,25.648418155960147
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,RSDR (β=-30),705.4251098632812,6.180578983888813,503.1922073364258,15.828171005574847,316.97168350219727,23.951264194355346
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,RSDR (β=-10),822.0587768554688,7.014017789586238,734.2697677612305,15.63328610318465,481.35082244873047,52.135654241105165
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,UDR,822.0431442260742,6.1595648389474915,718.6587295532227,12.363605065456829,460.33861923217773,45.10251153568816
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,RSDR (β=-20),812.9006958007812,7.446427501454673,728.9472198486328,13.631322710036132,463.00825119018555,34.29777556307719
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,RSDR (β=-30),782.8635559082031,11.970222052965477,707.3996429443359,19.26523298503085,467.3941535949707,25.46642115080017
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,1.0,Langevin (Noise=0.001) | Gradient Scale=1.0,UDR,779.4475326538086,9.718629882527573,614.2220458984375,15.55882911704029,418.2719917297363,20.87591650426349
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,1.0,Langevin (Noise=0.001) | Gradient Scale=1.0,RSDR (β=-10),772.539909362793,10.350060394877874,612.6616287231445,23.372869369381515,408.6343421936035,11.849979388191322
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,1.0,Langevin (Noise=0.001) | Gradient Scale=1.0,RSDR (β=-20),751.5058288574219,13.175517309789885,592.596809387207,21.96777477699876,405.76386642456055,31.96226295046593
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,1.0,Langevin (Noise=0.001) | Gradient Scale=1.0,RSDR (β=-30),713.2979049682617,14.069431059669206,573.5340728759766,17.937550866099492,396.9776268005371,30.09817524363424
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,2.0,Langevin (Noise=0.001) | Gradient Scale=2.0,UDR,736.8662414550781,11.66760363832074,554.608512878418,13.154753395272369,399.26173400878906,23.482551486040467
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,2.0,Langevin (Noise=0.001) | Gradient Scale=2.0,RSDR (β=-10),733.372917175293,11.819125582181377,554.5995864868164,20.999951413819364,408.7885971069336,25.810472560095914
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,2.0,Langevin (Noise=0.001) | Gradient Scale=2.0,RSDR (β=-20),716.3766479492188,13.251210801227895,535.8865737915039,18.32553286758491,396.0187873840332,23.164668384457077
WalkerWalk,Langevin (Noise=0.001),Gradient Scale,2.0,Langevin (Noise=0.001) | Gradient Scale=2.0,RSDR (β=-30),684.1985778808594,14.984541105166667,524.5865058898926,14.908456872119537,373.61754989624023,24.19548228172144
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,UDR,855.5859603881836,4.183975829707185,630.726188659668,13.714151511770444,331.2839698791504,39.36054563665688
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,RSDR (β=-10),851.0551452636719,3.750792628577711,658.989616394043,15.451266893309906,428.2197685241699,27.33018715488232
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,RSDR (β=-20),837.7298049926758,3.793933418608461,668.8766860961914,4.850715014068912,441.50831604003906,26.32853695501787
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,RSDR (β=-30),792.4836349487305,5.853282421721382,661.549560546875,6.388794296483009,472.80406188964844,31.389123320518973
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.001,Langevin (Noise=0.005) | Gradient Scale=0.001,UDR,849.0049896240234,4.341426071916455,596.5717697143555,14.609980148307411,284.3736743927002,39.18107858008768
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.001,Langevin (Noise=0.005) | Gradient Scale=0.001,RSDR (β=-10),845.1190490722656,4.057035297829408,629.8505477905273,17.139439151737047,360.4652214050293,26.735668824029787
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.001,Langevin (Noise=0.005) | Gradient Scale=0.001,RSDR (β=-20),832.1282501220703,3.9144793926282615,642.3011932373047,5.74954987270306,393.2993698120117,26.518169400732724
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.001,Langevin (Noise=0.005) | Gradient Scale=0.001,RSDR (β=-30),787.6478042602539,5.7877755607986625,639.4900131225586,7.418602901432521,410.1022758483887,35.556193861273385
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.005,Langevin (Noise=0.005) | Gradient Scale=0.005,UDR,817.1084671020508,5.047165424634721,484.6632881164551,17.965691963286314,247.1574249267578,36.19102028437174
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.005,Langevin (Noise=0.005) | Gradient Scale=0.005,RSDR (β=-10),816.3660049438477,5.468101379803722,536.7390022277832,22.983143979868636,306.46300506591797,22.505340653327867
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.005,Langevin (Noise=0.005) | Gradient Scale=0.005,RSDR (β=-20),804.9234619140625,4.488891594197218,557.9779586791992,10.225960865868696,323.20333099365234,23.087363005834632
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.005,Langevin (Noise=0.005) | Gradient Scale=0.005,RSDR (β=-30),763.525146484375,5.567626403376998,564.3818206787109,10.786718228944359,332.0069580078125,23.0890946530268
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,RSDR (β=-10),790.2222061157227,6.7604759781821215,492.9877586364746,25.713416569197513,285.5099124908447,26.772937050398767
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,UDR,788.0234832763672,5.801840784200817,433.63329696655273,19.920610009756913,234.7975025177002,33.36668183924124
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,RSDR (β=-20),780.6199569702148,5.063630220270267,518.6509666442871,12.677864917677454,298.8966865539551,24.43837602457931
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,RSDR (β=-30),742.1031341552734,5.510539010543678,527.4215316772461,12.426508791399026,312.31712341308594,24.55885900811263
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,RSDR (β=-10),747.7361373901367,8.653980863102932,433.692928314209,25.778159112614677,258.73887062072754,19.07712176139426
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,RSDR (β=-20),741.4265823364258,6.245152528410608,462.4721984863281,15.363202390261062,280.4076461791992,19.344447368734922
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,UDR,739.9793395996094,7.028927332983868,366.29227447509766,22.09452946623335,211.22532081604004,29.283282122362344
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,RSDR (β=-30),708.535514831543,5.706328973133361,476.3323554992676,15.030284266727413,282.7505168914795,16.926377474933723
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.1,Langevin (Noise=0.005) | Gradient Scale=0.1,RSDR (β=-10),730.7486724853516,9.437078736781723,426.61370849609375,25.592339192251643,257.1227722167969,17.99164672890021
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.1,Langevin (Noise=0.005) | Gradient Scale=0.1,RSDR (β=-20),725.8805160522461,6.859245873260216,455.73155975341797,16.431971089939612,278.70936584472656,18.368268159091663
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.1,Langevin (Noise=0.005) | Gradient Scale=0.1,UDR,720.6568908691406,7.7681462585145065,356.99920654296875,22.918319483239078,206.97255516052246,26.667279479053473
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.1,Langevin (Noise=0.005) | Gradient Scale=0.1,RSDR (β=-30),696.1697311401367,6.279816091262515,470.55569076538086,16.550967454006592,283.3448143005371,14.496449592962437
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.5,Langevin (Noise=0.005) | Gradient Scale=0.5,RSDR (β=-10),662.690185546875,14.67422528616716,454.8893356323242,25.871175484212603,318.86322021484375,18.961784184808174
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.5,Langevin (Noise=0.005) | Gradient Scale=0.5,RSDR (β=-20),657.5778274536133,11.22840371934745,460.24160385131836,16.327460474737,319.32359313964844,21.117687331656487
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.5,Langevin (Noise=0.005) | Gradient Scale=0.5,RSDR (β=-30),644.3591613769531,13.128673007167832,464.5755043029785,16.75633634102726,307.9657974243164,17.805229545978854
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,0.5,Langevin (Noise=0.005) | Gradient Scale=0.5,UDR,643.8418807983398,11.155960669414512,409.33007431030273,20.471684229055757,270.8691635131836,18.93587615596359
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,1.0,Langevin (Noise=0.005) | Gradient Scale=1.0,RSDR (β=-10),679.5237350463867,12.385276175566263,491.59549713134766,17.47760323032255,328.70442962646484,18.236125035413384
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,1.0,Langevin (Noise=0.005) | Gradient Scale=1.0,UDR,679.4776916503906,9.820638939777579,479.89351654052734,10.210713712065631,318.30185317993164,21.450069880886414
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,1.0,Langevin (Noise=0.005) | Gradient Scale=1.0,RSDR (β=-20),662.40087890625,12.440856342199721,476.39998626708984,14.45239290121264,314.8413314819336,20.43300328545326
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,1.0,Langevin (Noise=0.005) | Gradient Scale=1.0,RSDR (β=-30),633.9723129272461,10.627284865272,465.07694244384766,10.86948242179992,304.9313163757324,18.331107547271213
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,2.0,Langevin (Noise=0.005) | Gradient Scale=2.0,RSDR (β=-10),667.0891418457031,12.96749679638922,483.19141006469727,15.481259760850044,334.98839569091797,14.339380507970233
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,2.0,Langevin (Noise=0.005) | Gradient Scale=2.0,UDR,665.6716003417969,10.793171736357833,473.17113494873047,9.273974890850164,313.74626541137695,19.186417662903125
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,2.0,Langevin (Noise=0.005) | Gradient Scale=2.0,RSDR (β=-20),652.8031768798828,12.33229721211005,469.2879447937012,13.631561144763653,328.91137313842773,23.006133987759807
WalkerWalk,Langevin (Noise=0.005),Gradient Scale,2.0,Langevin (Noise=0.005) | Gradient Scale=2.0,RSDR (β=-30),627.2163543701172,12.776698640561802,460.84313201904297,9.403730809831107,332.00843048095703,24.010571148055966
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.01,Langevin (Noise=0.05) | Gradient Scale=0.01,UDR,833.4041976928711,4.3215398877229925,711.8669891357422,11.020810148537551,440.9370918273926,54.143079344758135
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.01,Langevin (Noise=0.05) | Gradient Scale=0.01,RSDR (β=-10),828.0019149780273,4.950157811729412,714.9425811767578,15.640259902485134,454.638370513916,36.87931683147666
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.01,Langevin (Noise=0.05) | Gradient Scale=0.01,RSDR (β=-20),804.7399088541666,1.9980580880737222,694.8947550455729,6.92471652056334,433.2105204264323,26.280415129053473
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.01,Langevin (Noise=0.05) | Gradient Scale=0.01,RSDR (β=-30),753.8433227539062,7.161641913344054,660.2185872395834,10.542125052189592,460.5935363769531,20.77323285678177
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.05,Langevin (Noise=0.05) | Gradient Scale=0.05,UDR,822.6825180053711,4.704808047780454,691.8783493041992,11.199682172884037,434.83996963500977,52.82238251195806
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.05,Langevin (Noise=0.05) | Gradient Scale=0.05,RSDR (β=-10),818.3708648681641,5.608605213274953,697.4597396850586,16.41963170080182,443.71043395996094,43.074416739856204
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.05,Langevin (Noise=0.05) | Gradient Scale=0.05,RSDR (β=-20),797.2295532226562,8.699038798959451,678.9869537353516,16.53520073383843,421.95775985717773,21.81271818822453
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.05,Langevin (Noise=0.05) | Gradient Scale=0.05,RSDR (β=-30),746.8657150268555,9.55506323241896,642.6198272705078,15.780972022254284,434.73012924194336,24.696042715250613
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.1,Langevin (Noise=0.05) | Gradient Scale=0.1,UDR,811.3463439941406,5.315647526744596,671.0277938842773,12.012304952007565,425.5445251464844,45.73210169698983
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.1,Langevin (Noise=0.05) | Gradient Scale=0.1,RSDR (β=-10),808.3363418579102,6.274131925001476,679.5607376098633,17.223391262422258,444.18247985839844,41.40176615074866
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.1,Langevin (Noise=0.05) | Gradient Scale=0.1,RSDR (β=-20),786.9172973632812,2.362201132258327,662.6955159505209,7.750477305919975,416.17138671875,25.807913544425706
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.1,Langevin (Noise=0.05) | Gradient Scale=0.1,RSDR (β=-30),742.2404988606771,6.925620751572065,635.2721761067709,10.995036490532243,433.1326090494792,18.24767772500172
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.5,Langevin (Noise=0.05) | Gradient Scale=0.5,RSDR (β=-10),694.5319213867188,12.822553985367025,531.7824096679688,24.528754081828765,351.56201171875,21.06631553267739
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.5,Langevin (Noise=0.05) | Gradient Scale=0.5,RSDR (β=-20),674.6344401041666,5.044853138435894,517.1156819661459,11.29844895601003,348.4541931152344,3.422955635491193
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.5,Langevin (Noise=0.05) | Gradient Scale=0.5,UDR,669.6707077026367,10.976251068076861,482.5649070739746,19.338388620574715,315.09731674194336,21.008776751930093
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,0.5,Langevin (Noise=0.05) | Gradient Scale=0.5,RSDR (β=-30),660.743896484375,6.159281615948171,515.5038655598959,11.807360634630744,345.9284362792969,18.860578372883776
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,1.0,Langevin (Noise=0.05) | Gradient Scale=1.0,RSDR (β=-10),614.5864461263021,15.944265635290847,454.10132853190106,22.56275954664848,325.15174357096356,24.007071195529715
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,1.0,Langevin (Noise=0.05) | Gradient Scale=1.0,RSDR (β=-20),597.1893107096354,7.273736623945329,440.5578206380208,10.570346128077482,310.92787679036456,11.712777232392906
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,1.0,Langevin (Noise=0.05) | Gradient Scale=1.0,RSDR (β=-30),593.3576049804688,6.822779853312996,440.75403849283856,12.42281088038417,321.0557454427083,29.759591117843595
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,1.0,Langevin (Noise=0.05) | Gradient Scale=1.0,UDR,578.4084091186523,13.519316755720833,403.7667007446289,19.63750204177501,273.1462287902832,27.219234541079132
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,2.0,Langevin (Noise=0.05) | Gradient Scale=2.0,RSDR (β=-10),522.498524983724,18.88321182793083,391.3687032063802,19.64388024010878,254.11451212565103,24.181015644990982
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,2.0,Langevin (Noise=0.05) | Gradient Scale=2.0,RSDR (β=-30),515.0133768717448,8.882906796470621,387.3927001953125,11.557239844766308,281.83522033691406,27.62132199597262
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,2.0,Langevin (Noise=0.05) | Gradient Scale=2.0,RSDR (β=-20),510.5898030598958,8.71512454112644,385.06834920247394,9.447075946808223,249.87616475423178,11.739997284707028
WalkerWalk,Langevin (Noise=0.05),Gradient Scale,2.0,Langevin (Noise=0.05) | Gradient Scale=2.0,UDR,474.249267578125,15.903355680762512,331.5100631713867,21.38547295907307,226.20170402526855,19.390499760759212
WalkerWalk,Random Walk,Noise Scale,0.0001,Random Walk | Noise Scale=0.0001,UDR,856.0312576293945,4.286538179492502,613.9331512451172,14.463408973143018,295.67699432373047,35.081458435252316
WalkerWalk,Random Walk,Noise Scale,0.0001,Random Walk | Noise Scale=0.0001,RSDR (β=-10),851.3903732299805,3.7404894586731947,644.0095062255859,15.2206345465008,394.4372024536133,29.509419186213055
WalkerWalk,Random Walk,Noise Scale,0.0001,Random Walk | Noise Scale=0.0001,RSDR (β=-20),838.2444305419922,3.727391621553446,655.1988754272461,4.947371257792184,416.3962860107422,29.07975231344971
WalkerWalk,Random Walk,Noise Scale,0.0001,Random Walk | Noise Scale=0.0001,RSDR (β=-30),793.1389694213867,6.038358558686445,647.8901062011719,5.877179339071778,430.2445983886719,21.721176245567158
WalkerWalk,Random Walk,Noise Scale,0.0005,Random Walk | Noise Scale=0.0005,UDR,856.0474090576172,4.2812687860539205,614.5603866577148,14.495527015676293,312.6516227722168,40.76769752905394
WalkerWalk,Random Walk,Noise Scale,0.0005,Random Walk | Noise Scale=0.0005,RSDR (β=-10),851.3965911865234,3.7605061599085703,644.459602355957,15.33781241750863,406.46194076538086,27.82311695403077
WalkerWalk,Random Walk,Noise Scale,0.0005,Random Walk | Noise Scale=0.0005,RSDR (β=-20),838.2427597045898,3.7224101247082895,655.6191864013672,4.948875047687056,435.6095962524414,27.726416600288474
WalkerWalk,Random Walk,Noise Scale,0.0005,Random Walk | Noise Scale=0.0005,RSDR (β=-30),793.1408081054688,6.048430109847931,648.4334945678711,6.0539197450317,444.325008392334,15.319425560976665
WalkerWalk,Random Walk,Noise Scale,0.001,Random Walk | Noise Scale=0.001,UDR,855.9822463989258,4.307641126738431,615.2021560668945,14.40785945654788,309.7772789001465,35.427213164497644
WalkerWalk,Random Walk,Noise Scale,0.001,Random Walk | Noise Scale=0.001,RSDR (β=-10),851.406867980957,3.751338323360732,645.274284362793,15.193072580072005,416.1691474914551,30.9701690591392
WalkerWalk,Random Walk,Noise Scale,0.001,Random Walk | Noise Scale=0.001,RSDR (β=-20),838.2054824829102,3.7207662591981316,656.2051010131836,4.841914711966829,444.8898162841797,17.801947089543532
WalkerWalk,Random Walk,Noise Scale,0.001,Random Walk | Noise Scale=0.001,RSDR (β=-30),793.1459121704102,5.981943944111207,649.3054733276367,5.948376714449759,453.390869140625,23.543569126150476
WalkerWalk,Random Walk,Noise Scale,0.005,Random Walk | Noise Scale=0.005,UDR,855.5824966430664,4.186714118183501,630.7011184692383,13.747768039169381,331.20495223999023,39.70934779625244
WalkerWalk,Random Walk,Noise Scale,0.005,Random Walk | Noise Scale=0.005,RSDR (β=-10),851.0528945922852,3.7613759220004837,658.9958877563477,15.472625457494718,427.38122940063477,26.195699668359126
WalkerWalk,Random Walk,Noise Scale,0.005,Random Walk | Noise Scale=0.005,RSDR (β=-20),837.7298049926758,3.793933418608461,668.8766860961914,4.850715014068912,441.50831604003906,26.32853695501787
WalkerWalk,Random Walk,Noise Scale,0.005,Random Walk | Noise Scale=0.005,RSDR (β=-30),792.4836349487305,5.853253719906506,661.5495681762695,6.388797071329758,472.80406188964844,31.389117946286323
WalkerWalk,Random Walk,Noise Scale,0.01,Random Walk | Noise Scale=0.01,UDR,854.5829467773438,3.990513903815984,655.4528274536133,12.51118707816591,391.2585906982422,39.44291177003595
WalkerWalk,Random Walk,Noise Scale,0.01,Random Walk | Noise Scale=0.01,RSDR (β=-10),849.9161987304688,3.667750746801384,680.2295379638672,14.791979175375728,478.11058044433594,29.254452187266587
WalkerWalk,Random Walk,Noise Scale,0.01,Random Walk | Noise Scale=0.01,RSDR (β=-20),835.9697189331055,3.951154688016333,687.2378158569336,5.442595204608869,500.689453125,23.36273966795284
WalkerWalk,Random Walk,Noise Scale,0.01,Random Walk | Noise Scale=0.01,RSDR (β=-30),790.047607421875,5.666235584593854,676.0040130615234,6.481924578827446,516.9106864929199,26.89450867172484
WalkerWalk,Random Walk,Noise Scale,0.05,Random Walk | Noise Scale=0.05,UDR,837.634765625,4.114519965324163,719.4946060180664,10.772392196863791,443.72404861450195,56.61062907570107
WalkerWalk,Random Walk,Noise Scale,0.05,Random Walk | Noise Scale=0.05,RSDR (β=-10),831.9685668945312,4.777607446537232,722.0969543457031,15.228198012394534,461.2695121765137,38.233500222287745
WalkerWalk,Random Walk,Noise Scale,0.05,Random Walk | Noise Scale=0.05,RSDR (β=-20),809.697265625,7.954132534608436,701.8064575195312,16.12164597221755,440.9263916015625,23.890561495469314
WalkerWalk,Random Walk,Noise Scale,0.05,Random Walk | Noise Scale=0.05,RSDR (β=-30),756.032585144043,9.223940092829613,660.5376358032227,15.285685700037979,450.3449401855469,32.18018529978071
WalkerWalk,Random Walk,Noise Scale,0.1,Random Walk | Noise Scale=0.1,UDR,842.6386642456055,6.954256407930467,744.7520904541016,15.554363360210246,560.1755142211914,33.65979272335412
WalkerWalk,Random Walk,Noise Scale,0.1,Random Walk | Noise Scale=0.1,RSDR (β=-10),835.7390670776367,6.5852379432614105,739.2686004638672,17.588276972881317,557.5236053466797,32.218666162500135
WalkerWalk,Random Walk,Noise Scale,0.1,Random Walk | Noise Scale=0.1,RSDR (β=-20),811.7451324462891,9.812064307459398,716.4034881591797,19.14696956670661,527.890567779541,26.401042141792907
WalkerWalk,Random Walk,Noise Scale,0.1,Random Walk | Noise Scale=0.1,RSDR (β=-30),754.5414123535156,15.14982206464294,671.5997619628906,21.94148414238304,518.7242126464844,26.868449957481534
